\P\	Pos	customer_id\
V	25231	KOENE
V	25345	KOENE
V	25460	SUPRD
V	25584	VICTE
V	25700	FOLKO
V	25812	LILAS
V	25969	CONSH
V	26095	SUPRD
V	26218	FURIB
V	26348	VAFFE
V	26454	COMMI
V	26581	MAGAA
V	26711	KOENE
V	26826	WHITC
V	26945	BONAP
V	27056	BSBEV
V	27164	SEVES
V	27274	ISLAT
V	27404	PERIC
V	27540	SUPRD
V	27663	HILAA
V	27818	PRINI
V	27944	VICTE
V	28059	RATTC
V	28185	FOLIG
V	28305	RICAR
V	28436	LAZYK
V	28559	WHITC
V	28678	BSBEV
V	28785	LINOD
V	28928	HILAA
V	29084	QUEEN
V	29212	FRANK
V	29325	PICCO
V	29433	HILAA
V	29590	FURIB
V	29723	BOTTM
V	29849	LAMAI
V	29968	COMMI
V	30095	LAUGB
V	30222	TRADH
V	30358	LEHMS
V	30478	HILAA
V	30634	LILAS
V	30791	LAMAI
V	30910	BLAUS
V	31029	PERIC
V	31165	HUNGO
V	31291	WHITC
V	31410	MEREP
V	31534	KOENE
V	31649	ANTON
V	31774	OTTIK
V	31890	BLAUS
V	32009	SAVEA
V	32121	BONAP
V	32233	FAMIA
V	32352	WANDK
V	32471	ERNSH
V	32574	QUICK
V	32686	HUNGO
V	32812	NORTS
V	32929	TORTU
V	33051	CHOPS
V	33162	SANTG
V	33278	CACTU
V	33403	LEHMS
V	33523	SEVES
V	33635	BERGS
V	33754	BONAP
V	33865	WARTH
V	33969	QUICK
V	34079	GREAL
V	34196	MAISD
V	34312	PICCO
V	34422	OCEAN
V	34568	EASTC
V	34678	FOLKO
V	34791	LEHMS
V	34911	ANTON
V	35036	LEHMS
V	35156	RICSU
V	35270	BSBEV
V	35377	BSBEV
V	35485	QUICK
V	35598	HANAR
V	35721	KOENE
V	35836	LILAS
V	35992	LONEP
V	36115	LAZYK
V	36239	VICTE
V	36356	SEVES
V	36469	TOMSP
V	36583	QUICK
V	36695	GODOS
V	36807	FURIB
V	36940	HILAA
V	37096	WARTH
V	37201	OTTIK
V	37319	SAVEA
V	37431	SIMOB
V	37538	LEHMS
V	37658	AROUT
V	37789	BLONP
V	37910	FRANK
V	38024	FOLKO
V	38137	REGGC
V	38263	RICAR
V	38394	RATTC
V	38519	MEREP
V	38643	BLONP
V	38764	HUNGO
V	38890	GALED
V	39017	RATTC
V	39142	MEREP
V	39268	ERNSH
V	39370	BERGS
V	39489	ANTON
V	39614	TRAIH
V	39744	MORGK
V	39860	TORTU
V	39981	TRAIH
V	40112	BSBEV
V	40219	LETSS
V	40341	OTTIK
V	40458	FAMIA
V	40577	BLAUS
V	40697	WARTH
V	40800	BLONP
V	40922	WELLI
V	41049	REGGC
V	41174	QUEDE
V	41303	QUICK
V	41415	GREAL
V	41532	MEREP
V	41657	VAFFE
V	41762	LEHMS
V	41881	LEHMS
V	42001	OLDWO
V	42119	ERNSH
V	42221	WHITC
V	42340	PICCO
V	42449	RATTC
V	42574	BSBEV
V	42682	HUNGC
V	42816	HILAA
V	42971	VAFFE
V	43075	SAVEA
V	43186	FURIB
V	43318	MEREP
V	43444	TRADH
V	43579	SAVEA
V	43691	TOMSP
V	43806	DUMON
V	43928	LAMAI
V	44047	WOLZA
V	44158	SAVEA
V	44270	HILAA
V	44425	BLAUS
V	44544	WILMK
V	44650	GREAL
V	44769	GREAL
V	44887	MEREP
V	45013	MEREP
V	45138	LAUGB
V	45265	ISLAT
V	45395	RICAR
V	45526	FRANK
V	45640	THECR
V	45751	ANATR
V	45900	BERGS
V	46019	SAVEA
V	46131	BLONP
V	46253	GODOS
V	46366	KOENE
V	46481	LAMAI
V	46599	WANDK
V	46717	ERNSH
V	46819	FOLIG
V	46941	MAGAA
V	47072	WARTH
V	47175	QUEEN
V	47304	LINOD
V	47448	SANTG
V	47564	WANDK
V	47682	HILAA
V	47839	SIMOB
V	47948	ALFKI
V	48061	WELLI
V	48187	HANAR
V	48310	HUNGO
V	48437	QUEDE
V	48566	RICAR
V	48697	MAISD
V	48811	FAMIA
V	48932	WANDK
V	49049	GOURL
V	49170	FRANK
V	49284	BERGS
V	49402	REGGC
V	49528	GREAL
V	49646	SAVEA
V	49758	QUICK
V	49870	QUEEN
V	49999	HUNGC
V	50134	HUNGO
V	50260	LONEP
V	50382	BONAP
V	50494	FURIB
V	50626	LONEP
V	50749	RICSU
V	50864	ERNSH
V	50966	WANDK
V	51084	SIMOB
V	51193	FRANK
V	51308	FRANR
V	51421	BERGS
V	51539	WILMK
V	51646	ISLAT
V	51774	FRANK
V	51888	TORTU
V	52008	ANTON
V	52132	SAVEA
V	52244	BLONP
V	52366	OLDWO
V	52485	GREAL
V	52603	ANTON
V	52728	DUMON
V	52849	OTTIK
V	52967	GOURL
V	53089	PICCO
V	53197	HUNGO
V	53324	VAFFE
V	53430	BERGS
V	53547	HANAR
V	53669	QUICK
V	53781	ALFKI
V	53895	WHITC
V	54015	QUICK
V	54127	WILMK
V	54234	WHITC
V	54354	LINOD
V	54497	ERNSH
V	54600	MORGK
V	54714	SAVEA
V	54824	HUNGO
V	54951	ALFKI
V	55065	FOLKO
V	55177	QUEEN
V	55304	HILAA
V	55459	OLDWO
V	55579	AROUT
V	55710	THEBI
V	55828	GOURL
V	55950	FRANS
V	56061	SAVEA
V	56172	HUNGO
V	56298	SAVEA
V	56410	SAVEA
V	56521	BONAP
V	56631	RANCH
V	56754	FRANK
V	56868	KOENE
V	56984	LETSS
V	57106	QUEDE
V	57234	QUICK
V	57345	SAVEA
V	57456	WHITC
V	57575	MEREP
V	57700	FAMIA
V	57820	EASTC
V	57930	REGGC
V	58055	QUEEN
V	58183	LINOD
V	58327	BONAP
V	58438	CHOPS
V	58549	BONAP
V	58660	BERGS
V	58779	GOURL
V	58900	LETSS
V	59022	HUNGO
V	59147	VINET
V	59268	SPECD
V	59385	VINET
V	59507	WHITC
V	59626	AROUT
V	59757	BOTTM
V	59884	AROUT
V	60015	VAFFE
V	60120	QUICK
V	60230	CHOPS
V	60341	PICCO
V	60451	SAVEA
V	60563	ISLAT
V	60693	WARTH
V	60796	RICSU
V	60911	NORTS
V	61027	FRANS
V	61137	MAGAA
V	61267	BONAP
V	61378	SPLIR
V	61490	SAVEA
V	61600	RICSU
V	61715	ANATR
V	61865	MAISD
V	61982	RATTC
V	62107	FOLKO
V	62220	FOLIG
V	62341	ERNSH
V	62444	QUICK
V	62555	OTTIK
V	62673	SUPRD
V	62795	AROUT
V	62927	VAFFE
V	63032	HANAR
V	63154	ERNSH
V	63256	LEHMS
V	63376	ERNSH
V	63478	FOLKO
V	63589	THECR
V	63701	ERNSH
V	63804	GOURL
V	63925	BERGS
V	64042	MORGK
V	64157	LILAS
V	64313	WARTH
V	64417	CACTU
V	64540	HANAR
V	64664	MAGAA
V	64795	GROSR
V	64925	QUEEN
V	65054	LAMAI
V	65174	QUICK
V	65284	FOLIG
V	65405	GOURL
V	65527	FRANK
V	65641	WOLZA
V	65752	AROUT
V	65882	QUEDE
V	66011	ERNSH
V	66114	HILAA
V	66270	DRACD
V	66387	ISLAT
V	66516	KOENE
V	66631	SEVES
V	66744	BOLID
V	66863	SIMOB
V	66973	WELLI
V	67100	SEVES
V	67212	THEBI
V	67332	VICTE
V	67448	FRANS
V	67559	OLDWO
V	67678	WELLI
V	67804	LAUGB
V	67931	LINOD
V	68074	REGGC
V	68200	RICAR
V	68331	VICTE
V	68448	SAVEA
V	68559	GREAL
V	68678	KOENE
V	68794	MAGAA
V	68925	CACTU
V	69050	RATTC
V	69175	SPLIR
V	69287	TRAIH
V	69414	LILAS
V	69571	FOLKO
V	69682	DRACD
V	69799	BLONP
V	69920	BONAP
V	70031	RANCH
V	70154	ISLAT
V	70285	TRADH
V	70421	SANTG
V	70537	LAMAI
V	70656	OTTIK
V	70773	TRADH
V	70909	ALFKI
V	71023	ERNSH
V	71126	BERGS
V	71244	LINOD
V	71387	TRADH
V	71523	LINOD
V	71665	SUPRD
V	71788	TORTU
V	71909	VICTE
V	72024	PICCO
V	72133	QUICK
V	72245	SUPRD
V	72368	SAVEA
V	72480	CONSH
V	72607	KOENE
V	72721	VICTE
V	72837	RICAR
V	72969	RATTC
V	73095	BLAUS
V	73215	ERNSH
V	73318	OLDWO
V	73438	ANTON
V	73563	BERGS
V	73682	LACOR
V	73808	FRANK
V	73921	FRANR
V	74034	WHITC
V	74153	LEHMS
V	74273	HILAA
V	74429	AROUT
V	74559	QUICK
V	74671	BERGS
V	74790	LONEP
V	74912	QUEEN
V	75041	SEVES
V	75154	WOLZA
V	75265	BONAP
V	75377	GODOS
V	75491	WILMK
V	75597	GODOS
V	75710	BERGS
V	75828	BONAP
V	75939	RICAR
V	76070	QUICK
V	76181	WILMK
V	76286	FOLKO
V	76398	CACTU
V	76522	SAVEA
V	76632	LONEP
V	76754	LETSS
V	76876	SUPRD
V	76998	HANAR
V	77120	GALED
V	77247	GODOS
V	77360	RATTC
V	77486	DUMON
V	77609	LEHMS
V	77729	MAISD
V	77846	KOENE
V	77961	SAVEA
V	78073	ERNSH
V	78176	MAISD
V	78292	HUNGO
V	78419	OCEAN
V	78565	LILAS
V	78720	WELLI
V	78846	HILAA
V	79002	FOLKO
V	79114	HANAR
V	79237	WHITC
V	79357	WELLI
V	79484	WOLZA
V	79595	SPECD
V	79712	REGGC
V	79838	SANTG
V	79954	WILMK
V	80061	GODOS
V	80174	HUNGO
V	80301	QUEEN
V	80429	QUEEN
V	80557	TORTU
V	80677	RANCH
V	80800	ROMEY
V	80906	BOTTM
V	81032	LINOD
V	81174	AROUT
V	81305	VAFFE
V	81411	HANAR
V	81534	LAMAI
V	81653	BERGS
V	81772	HANAR
V	81894	ANATR
V	82044	LACOR
V	82170	GALED
V	82297	FRANK
V	82411	SUPRD
V	82534	RICSU
V	82647	BONAP
V	82759	ISLAT
V	82889	LEHMS
V	83009	WELLI
V	83136	GREAL
V	83254	CACTU
V	83379	QUICK
V	83490	MAGAA
V	83621	BONAP
V	83732	SAVEA
V	83844	REGGC
V	83970	BSBEV
V	84077	BOTTM
V	84203	MORGK
V	84318	VAFFE
V	84422	BSBEV
V	84529	GODOS
V	84642	BOTTM
V	84768	MAGAA
V	84897	RICSU
V	85011	ALFKI
V	85125	AROUT
V	85256	LINOD
V	85399	FOLKO
V	85510	BLAUS
V	85630	HILAA
V	85787	OCEAN
V	85934	GOURL
V	86055	HILAA
V	86210	QUEEN
V	86339	QUICK
V	86451	FURIB
V	86582	SPECD
V	86700	OLDWO
V	86820	CHOPS
V	86931	TOMSP
V	87046	ERNSH
V	87147	COMMI
V	87273	BOLID
V	87392	FRANR
V	87506	LACOR
V	87631	LACOR
V	87757	SPLIR
V	87869	BOTTM
V	87995	HILAA
V	88151	FOLKO
V	88263	MAISD
V	88379	ERNSH
V	88482	FOLKO
V	88593	HANAR
V	88717	BOTTM
V	88843	SAVEA
V	88955	SAVEA
V	89067	HUNGO
V	89193	OCEAN
V	89341	EASTC
V	89452	RATTC
V	89577	QUEDE
V	89706	ERNSH
V	89809	QUICK
V	89920	THEBI
V	90038	FOLKO
V	90149	VAFFE
V	90254	PERIC
V	90387	QUICK
V	90497	LILAS
V	90653	WOLZA
V	90764	OTTIK
V	90881	RATTC
V	91006	FOLKO
V	91118	SAVEA
V	91230	THECR
V	91342	MAISD
V	91458	WILMK
V	91564	GREAL
V	91682	PRINI
V	91809	ERNSH
V	91901	GODOS
V	92014	REGGC
V	92140	ALFKI
V	92253	FRANK
V	92368	ROMEY
V	92475	LINOD
V	92617	SANTG
V	92732	AROUT
V	92862	ERNSH
V	92965	LONEP
V	93088	RANCH
V	93200	OTTIK
V	93316	QUICK
V	93428	HANAR
V	93550	BSBEV
V	93659	EASTC
V	93769	WARTH
V	93873	FRANS
V	93985	BOTTM
V	94111	KOENE
V	94226	CHOPS
V	94337	SAVEA
V	94449	SAVEA
V	94561	WHITC
V	94681	RICSU
V	94795	OLDWO
V	94914	SUPRD
V	95036	DRACD
V	95154	GODOS
V	95265	SUPRD
V	95388	LINOD
V	95518	GREAL
V	95626	CHOPS
V	95737	COMMI
V	95864	SPECD
V	95980	WOLZA
V	96090	BOTTM
V	96206	WANDK
V	96324	EASTC
V	96434	BOTTM
V	96560	GOURL
V	96681	FOLKO
V	96793	LAMAI
V	96901	HANAR
V	97024	PICCO
V	97133	CACTU
V	97247	HILAA
V	97404	EASTC
V	97515	NORTS
V	97631	BLAUS
V	97741	RICAR
V	97861	FRANS
V	97973	GREAL
V	98081	REGGC
V	98197	HUNGO
V	98323	SAVEA
V	98434	LILAS
V	98580	WHITC
V	98699	DRACD
V	98815	QUEEN
V	98933	TORTU
V	99054	LEHMS
V	99162	LILAS
V	99307	ERNSH
V	99400	PERIC
V	99526	SIMOB
V	99625	RICSU
V	99728	BONAP
V	99829	RATTC
