\P\	Pos	product_id\
V	4166	39
V	4186	16
V	4210	35
V	4234	46
V	4254	59
V	4276	63
V	4300	6
V	4317	13
V	4337	14
V	4357	31
V	4375	72
V	4396	4
V	4416	57
V	4437	75
V	4457	2
V	4479	11
V	4502	30
V	4525	58
V	4548	59
V	4566	65
V	4587	68
V	4606	19
V	4629	30
V	4652	38
V	4677	56
V	4701	26
V	4725	72
V	4749	54
V	4769	18
V	4790	42
V	4813	47
V	4835	14
V	4856	21
V	4876	71
V	4899	52
V	4918	68
V	4937	2
V	4958	31
V	4979	32
V	5001	51
V	5024	4
V	5046	23
V	5066	26
V	5087	36
V	5108	37
V	5129	72
V	5150	17
V	5171	30
V	5192	4
V	5212	17
V	5236	62
V	5257	18
V	5279	41
V	5302	43
V	5326	33
V	5343	59
V	5364	2
V	5386	31
V	5407	36
V	5430	55
V	5453	64
V	5474	68
V	5495	76
V	5516	4
V	5536	8
V	5557	8
V	5575	19
V	5595	42
V	5615	17
V	5638	56
V	5659	25
V	5680	39
V	5704	40
V	5724	75
V	5746	1
V	5769	23
V	5789	54
V	5809	50
V	5830	69
V	5853	38
V	5878	41
V	5898	44
V	5922	65
V	5946	24
V	5966	54
V	5989	11
V	6012	38
V	6036	1
V	6056	29
V	6074	24
V	6094	57
V	6115	31
V	6134	55
V	6155	69
V	6176	10
V	6199	26
V	6220	60
V	6242	24
V	6265	34
V	6289	36
V	6313	16
V	6337	31
V	6359	60
V	6383	28
V	6404	29
V	6423	38
V	6445	49
V	6464	54
V	6484	39
V	6507	60
V	6530	25
V	6551	51
V	6572	54
V	6592	31
V	6611	75
V	6631	76
V	6652	69
V	6673	71
V	6693	11
V	6714	65
V	6734	77
V	6754	34
V	6775	54
V	6795	65
V	6816	77
V	6836	21
V	6855	28
V	6878	57
V	6899	64
V	6922	29
V	6941	56
V	6965	1
V	6988	64
V	7009	74
V	7030	36
V	7052	20
V	7076	38
V	7101	60
V	7125	72
V	7149	58
V	7172	71
V	7195	31
V	7214	58
V	7235	14
V	7256	54
V	7276	31
V	7298	28
V	7322	39
V	7346	71
V	7366	41
V	7387	63
V	7410	65
V	7433	30
V	7456	53
V	7479	60
V	7501	70
V	7520	74
V	7538	5
V	7556	18
V	7574	29
V	7593	33
V	7611	74
V	7629	13
V	7649	50
V	7668	56
V	7689	20
V	7710	60
V	7731	7
V	7751	60
V	7774	68
V	7794	24
V	7814	34
V	7835	24
V	7855	28
V	7875	59
V	7894	71
V	7915	45
V	7937	52
V	7959	53
V	7980	10
V	8001	55
V	8022	62
V	8043	70
V	8062	31
V	8083	35
V	8106	46
V	8126	72
V	8149	13
V	8169	69
V	8190	2
V	8213	14
V	8237	25
V	8260	26
V	8284	31
V	8303	13
V	8323	62
V	8344	46
V	8366	53
V	8389	69
V	8409	23
V	8429	71
V	8450	72
V	8471	21
V	8492	51
V	8516	35
V	8537	55
V	8561	68
V	8580	71
V	8601	76
V	8622	77
V	8643	29
V	8662	35
V	8683	49
V	8702	30
V	8723	56
V	8744	65
V	8765	71
V	8786	23
V	8806	63
V	8827	16
V	8851	48
V	8875	26
V	8899	42
V	8923	49
V	8945	3
V	8962	1
V	8982	21
V	9002	28
V	9025	36
V	9047	40
V	9069	11
V	9090	69
V	9111	71
V	9132	37
V	9153	54
V	9172	62
V	9193	14
V	9214	21
V	9232	33
V	9250	59
V	9269	41
V	9291	44
V	9314	59
V	9334	14
V	9357	1
V	9377	62
V	9398	76
V	9419	19
V	9442	33
V	9460	17
V	9480	33
V	9498	19
V	9518	53
V	9539	57
V	9560	38
V	9582	46
V	9604	68
V	9626	77
V	9647	2
V	9667	47
V	9687	61
V	9708	74
V	9726	60
V	9750	69
V	9774	9
V	9796	13
V	9817	70
V	9837	73
V	9858	19
V	9880	26
V	9901	53
V	9925	77
V	9949	26
V	9969	31
V	9988	59
V	10007	35
V	10030	38
V	10054	68
V	10075	55
V	10099	76
V	10123	56
V	10143	64
V	10163	14
V	10184	46
V	10204	50
V	10223	63
V	10247	17
V	10270	21
V	10288	56
V	10309	59
V	10330	17
V	10354	40
V	10378	47
V	10401	26
V	10422	54
V	10442	56
V	10463	11
V	10483	76
V	10507	2
V	10527	22
V	10548	72
V	10569	46
V	10588	56
V	10611	64
V	10634	75
V	10656	53
V	10677	19
V	10699	34
V	10722	57
V	10745	12
V	10766	16
V	10787	64
V	10807	74
V	10825	2
V	10848	16
V	10872	29
V	10894	61
V	10918	27
V	10939	11
V	10960	54
V	10980	66
V	11001	11
V	11023	28
V	11044	17
V	11065	26
V	11086	35
V	11106	41
V	11126	39
V	11146	54
V	11166	19
V	11188	24
V	11210	31
V	11230	52
V	11252	19
V	11272	65
V	11293	71
V	11313	26
V	11333	40
V	11354	10
V	11375	52
V	11395	62
V	11416	10
V	11439	54
V	11460	55
V	11484	64
V	11507	65
V	11530	77
V	11553	28
V	11574	44
V	11599	48
V	11622	70
V	11643	16
V	11666	33
V	11686	46
V	11708	39
V	11729	53
V	11750	61
V	11771	71
V	11792	21
V	11813	49
V	11835	59
V	11854	26
V	11875	28
V	11896	43
V	11917	56
V	11938	71
V	11959	7
V	11980	46
V	12003	72
V	12024	68
V	12046	75
V	12068	21
V	12089	30
V	12113	55
V	12137	13
V	12156	23
V	12176	19
V	12196	42
V	12217	4
V	12239	43
V	12259	56
V	12282	60
V	12303	24
V	12323	29
V	12344	40
V	12365	45
V	12387	50
V	12406	11
V	12427	46
V	12446	24
V	12466	25
V	12487	30
V	12507	43
V	12528	2
V	12551	16
V	12575	44
V	12598	18
V	12617	23
V	12637	64
V	12657	7
V	12675	56
V	12696	24
V	12719	51
V	12740	33
V	12758	71
V	12779	14
V	12800	28
V	12821	40
V	12842	75
V	12862	31
V	12884	66
V	12908	76
V	12932	55
V	12955	70
V	12974	1
V	12994	21
V	13015	39
V	13039	10
V	13063	38
V	13085	53
V	13106	59
V	13125	64
V	13146	47
V	13166	59
V	13185	49
V	13204	60
V	13225	40
V	13246	34
V	13270	77
V	13294	21
V	13312	40
V	13333	51
V	13353	2
V	13375	3
V	13394	55
V	13417	70
V	13438	11
V	13458	51
V	13479	74
V	13497	19
V	13516	26
V	13537	54
V	13560	59
V	13579	73
V	13600	11
V	13624	16
V	13645	59
V	13664	68
V	13683	75
V	13703	44
V	13727	77
V	13750	25
V	13774	42
V	13798	65
V	13821	66
V	13844	69
V	13867	56
V	13888	23
V	13908	41
V	13928	77
V	13948	31
V	13970	56
V	13991	72
V	14012	77
V	14033	24
V	14053	40
V	14073	42
V	14092	28
V	14113	49
V	14132	15
V	14156	28
V	14179	54
V	14200	45
V	14220	53
V	14240	67
V	14259	14
V	14281	65
V	14303	2
V	14321	21
V	14340	53
V	14361	61
V	14382	62
V	14402	25
V	14423	70
V	14444	43
V	14466	48
V	14491	13
V	14509	39
V	14528	28
V	14548	29
V	14571	75
V	14594	4
V	14615	7
V	14636	8
V	14657	24
V	14680	46
V	14701	47
V	14723	60
V	14745	21
V	14766	32
V	14787	61
V	14810	20
V	14829	28
V	14850	56
V	14869	65
V	14891	75
V	14912	9
V	14933	16
V	14955	27
V	14977	33
V	15000	60
V	15022	18
V	15045	41
V	15068	42
V	15087	52
V	15104	59
V	15122	70
V	15140	24
V	15159	38
V	15181	44
V	15202	10
V	15224	56
V	15243	60
V	15265	24
V	15284	53
V	15304	35
V	15322	41
V	15343	68
V	15363	1
V	15383	8
V	15401	30
V	15425	40
V	15448	17
V	15469	20
V	15490	37
V	15511	41
V	15533	10
V	15551	30
V	15573	43
V	15592	54
V	15613	36
V	15632	40
V	15655	1
V	15675	13
V	15693	56
V	15715	4
V	15735	36
V	15756	11
V	15774	33
V	15795	72
V	15815	55
V	15834	68
V	15855	69
V	15874	17
V	15893	43
V	15912	61
V	15933	76
V	15952	59
V	15970	30
V	15992	66
V	16011	4
V	16032	72
V	16053	73
V	16075	30
V	16097	40
V	16120	54
V	16143	11
V	16164	40
V	16187	57
V	16209	59
V	16230	12
V	16252	31
V	16273	33
V	16293	60
V	16315	31
V	16336	51
V	16354	58
V	16376	72
V	16397	73
V	16415	70
V	16433	72
V	16453	13
V	16470	21
V	16489	33
V	16509	49
V	16527	3
V	16545	26
V	16567	38
V	16589	68
V	16610	24
V	16632	38
V	16655	65
V	16679	71
V	16701	11
V	16723	54
V	16747	12
V	16769	23
V	16790	28
V	16810	67
V	16828	11
V	16847	7
V	16865	35
V	16884	62
V	16905	32
V	16927	36
V	16946	34
V	16968	41
V	16989	31
V	17013	45
V	17037	51
V	17059	17
V	17079	19
V	17099	21
V	17119	61
V	17142	16
V	17167	35
V	17189	44
V	17211	69
V	17230	75
V	17251	11
V	17270	16
V	17292	22
V	17311	31
V	17332	35
V	17350	16
V	17375	23
V	17396	62
V	17420	77
V	17442	14
V	17466	19
V	17488	24
V	17510	51
V	17531	56
V	17552	72
V	17573	64
V	17595	75
V	17616	47
V	17636	51
V	17655	52
V	17673	53
V	17694	73
V	17712	41
V	17736	55
V	17758	30
V	17780	62
V	17804	44
V	17826	51
V	17845	33
V	17867	62
V	17890	36
V	17909	52
V	17927	17
V	17949	31
V	17972	55
V	17994	24
V	18016	64
V	18040	11
V	18062	18
V	18086	76
V	18105	31
V	18128	51
V	18146	59
V	18167	10
V	18185	31
V	18208	76
V	18227	11
V	18249	56
V	18271	14
V	18296	42
V	18318	16
V	18342	32
V	18363	40
V	18384	75
V	18407	17
V	18426	34
V	18445	53
V	18466	33
V	18486	40
V	18506	62
V	18527	64
V	18548	59
V	18567	63
V	18587	72
V	18608	76
V	18627	1
V	18645	31
V	18666	44
V	18688	39
V	18707	75
V	18728	77
V	18747	35
V	18766	57
V	18786	15
V	18807	75
V	18828	14
V	18853	41
V	18876	65
V	18901	75
V	18924	57
V	18944	76
V	18963	29
V	18986	60
V	19008	69
V	19030	31
V	19054	47
V	19074	52
V	19094	26
V	19115	35
V	19134	77
V	19153	18
V	19176	42
V	19198	35
V	19216	1
V	19234	77
V	19256	3
V	19274	7
V	19292	54
V	19313	15
V	19337	26
V	19361	20
V	19382	69
V	19403	76
V	19423	52
V	19441	58
V	19463	35
V	19485	61
V	19510	69
V	19532	56
V	19552	63
V	19575	75
V	19598	24
V	19620	57
V	19641	65
V	19665	27
V	19686	71
V	19706	62
V	19727	54
V	19747	73
V	19766	13
V	19784	59
V	19803	77
V	19824	22
V	19843	49
V	19865	48
V	19888	76
V	19909	16
V	19934	59
V	19956	60
V	19978	71
V	20002	4
V	20022	55
V	20043	62
V	20066	7
V	20084	17
V	20104	33
V	20124	40
V	20145	72
V	20166	56
V	20185	1
V	20202	10
V	20221	21
V	20239	36
V	20261	1
V	20278	2
V	20296	60
V	20315	10
V	20334	36
V	20353	49
V	20372	60
V	20391	76
V	20410	13
V	20429	75
V	20450	11
V	20469	21
V	20487	39
V	20505	55
V	20523	38
V	20548	56
V	20567	70
V	20589	71
V	20613	59
V	20635	6
V	20653	56
V	20672	68
V	20693	21
V	20712	22
V	20731	24
V	20750	52
V	20767	19
V	20786	23
V	20804	70
V	20823	71
V	20844	2
V	20862	68
V	20885	14
V	20907	19
V	20929	21
V	20950	24
V	20969	35
V	20990	28
V	21011	29
V	21033	44
V	21055	14
V	21076	42
V	21094	60
V	21113	53
V	21134	60
V	21153	71
V	21174	62
V	21195	73
V	21217	1
V	21235	29
V	21258	64
V	21279	55
V	21301	76
V	21320	75
V	21342	2
V	21363	33
V	21386	12
V	21408	13
V	21429	26
V	21454	62
V	21478	7
V	21496	18
V	21517	51
V	21536	75
V	21556	4
V	21576	5
V	21599	22
V	21618	4
V	21636	58
V	21657	11
V	21676	50
V	21701	56
V	21723	45
V	21743	65
V	21765	72
V	21786	18
V	21806	69
V	21828	70
V	21850	2
V	21868	40
V	21889	21
V	21910	61
V	21933	28
V	21957	39
V	21979	46
V	22000	18
V	22022	43
V	22041	46
V	22062	18
V	22083	36
V	22102	1
V	22123	10
V	22145	71
V	22169	77
V	22191	19
V	22211	39
V	22230	22
V	22249	24
V	22272	28
V	22293	72
V	22314	30
V	22336	53
V	22360	54
V	22381	19
V	22404	22
V	22426	30
V	22450	42
V	22469	16
V	22493	60
V	22514	4
V	22534	39
V	22555	54
V	22577	41
V	22600	14
V	22623	44
V	22647	47
V	22668	15
V	22689	41
V	22710	46
V	22729	47
V	22749	56
V	22768	60
V	22787	21
V	22806	40
V	22830	60
V	22852	77
V	22874	31
V	22898	40
V	22922	70
V	22944	20
V	22963	39
V	22983	58
V	23007	68
V	23028	40
V	23052	42
V	23074	51
V	23096	10
V	23118	56
V	23140	65
V	23165	51
V	23184	59
V	23202	76
V	23221	29
V	23244	65
V	23266	69
V	23287	71
V	23310	31
V	23332	55
V	23352	64
V	23376	36
V	23395	23
V	23413	46
V	23432	67
V	23451	73
V	23470	75
V	23491	16
V	23513	62
V	23534	65
V	23556	38
V	23580	71
V	23601	16
V	23622	42
V	23640	43
V	23658	23
V	23675	14
V	23697	53
V	23718	58
V	23740	10
V	23758	19
V	23777	44
V	23799	26
V	23824	33
V	23846	12
V	23866	33
V	23886	41
V	23908	54
V	23929	59
V	23948	16
V	23973	31
V	23997	42
V	24019	19
V	24041	21
V	24062	64
V	24084	33
V	24104	66
V	24122	75
V	24143	52
V	24160	40
V	24181	47
V	24201	60
V	24220	10
V	24239	41
V	24259	47
V	24279	17
V	24300	26
V	24322	9
V	24343	29
V	24366	36
V	24387	10
V	24408	28
V	24431	34
V	24450	1
V	24471	56
V	24493	77
V	24515	1
V	24533	29
V	24556	43
V	24575	44
V	24597	62
V	24618	63
V	24639	9
V	24656	54
V	24680	69
V	24702	73
V	24724	7
V	24742	59
V	24761	70
V	24780	8
V	24798	12
V	24816	24
V	24836	17
V	24855	46
V	24874	19
V	24896	35
V	24917	58
V	24942	70
V	24964	11
V	24983	17
V	25004	29
V	25030	65
V	25055	70
V	25076	47
V	25096	1
V	25115	34
V	25136	68
V	25159	71
V	25182	59
V	25204	71
V	25228	76
V	25250	3
V	25267	76
V	25286	2
V	25303	59
V	25322	73
V	25341	4
V	25358	24
V	25378	48
V	25400	31
V	25421	32
V	25439	16
V	25461	43
V	25480	59
V	25498	55
V	25517	57
V	25538	70
V	25560	5
V	25580	36
V	25598	8
V	25616	51
V	25635	60
V	25654	19
V	25673	47
V	25692	19
V	25712	41
V	25733	53
V	25755	53
V	25778	56
V	25797	10
V	25816	26
V	25838	45
V	25859	46
V	25878	2
V	25899	17
V	25921	47
V	25944	56
V	25966	58
V	25991	10
V	26010	71
V	26031	21
V	26049	51
V	26067	61
V	26088	21
V	26110	54
V	26131	69
V	26153	12
V	26172	16
V	26194	36
V	26213	62
V	26234	18
V	26258	30
V	26282	54
V	26306	35
V	26325	71
V	26345	44
V	26370	2
V	26387	31
V	26408	68
V	26429	75
V	26450	26
V	26472	10
V	26491	61
V	26511	41
V	26532	52
V	26549	55
V	26567	4
V	26585	11
V	26603	17
V	26625	56
V	26647	59
V	26669	30
V	26691	40
V	26711	55
V	26730	60
V	26749	1
V	26767	21
V	26786	50
V	26808	16
V	26833	31
V	26856	65
V	26881	21
V	26903	51
V	26925	76
V	26944	14
V	26966	28
V	26987	52
V	27005	6
V	27023	30
V	27045	76
V	27064	61
V	27087	77
V	27107	65
V	27129	75
V	27150	13
V	27167	41
V	27188	16
V	27209	36
V	27227	52
V	27245	28
V	27267	35
V	27288	45
V	27310	56
V	27331	2
V	27351	3
V	27369	60
V	27388	72
V	27409	46
V	27431	40
V	27454	18
V	27475	44
V	27497	59
V	27516	72
V	27536	13
V	27553	42
V	27572	62
V	27592	69
V	27611	31
V	27631	41
V	27652	63
V	27672	69
V	27691	23
V	27709	40
V	27730	56
V	27749	56
V	27768	59
V	27786	76
V	27805	14
V	27829	45
V	27852	59
V	27874	26
V	27898	30
V	27920	50
V	27944	73
V	27963	1
V	27980	69
V	27998	45
V	28017	74
V	28035	40
V	28055	47
V	28078	56
V	28100	57
V	28124	69
V	28146	18
V	28169	36
V	28190	68
V	28212	69
V	28233	34
V	28252	59
V	28270	62
V	28291	64
V	28313	26
V	28335	52
V	28353	70
V	28372	32
V	28391	25
V	28413	27
V	28434	43
V	28456	25
V	28478	75
V	28499	39
V	28518	47
V	28538	51
V	28557	56
V	28576	21
V	28595	22
V	28613	24
V	28633	3
V	28653	39
V	28675	65
V	28699	2
V	28717	7
V	28735	68
V	28756	42
V	28774	22
V	28792	31
V	28813	60
V	28832	71
V	28853	41
V	28877	52
V	28898	61
V	28919	62
V	28940	11
V	28962	71
V	28983	29
V	29006	59
V	29025	17
V	29044	31
V	29067	75
V	29089	31
V	29112	66
V	29131	10
V	29149	67
V	29167	31
V	29191	42
V	29213	45
V	29236	51
V	29259	42
V	29280	41
V	29301	16
V	29323	62
V	29344	70
V	29363	77
V	29382	54
V	29404	56
V	29425	74
V	29444	31
V	29464	31
V	29485	38
V	29506	36
V	29525	39
V	29546	72
V	29570	10
V	29589	75
V	29610	8
V	29630	30
V	29654	75
V	29677	2
V	29698	29
V	29724	19
V	29747	75
V	29771	18
V	29792	35
V	29811	63
V	29832	68
V	29853	7
V	29873	56
V	29895	29
V	29921	41
V	29945	2
V	29963	54
V	29983	68
V	30004	41
V	30025	52
V	30042	14
V	30066	54
V	30088	16
V	30110	17
V	30132	26
V	30156	44
V	30178	64
V	30202	69
V	30223	11
V	30242	62
V	30262	72
V	30283	13
V	30304	24
V	30327	59
V	30346	11
V	30367	51
V	30388	54
V	30410	17
V	30432	29
V	30458	30
V	30483	51
V	30505	55
V	30527	62
V	30550	19
V	30573	25
V	30595	59
V	30617	10
V	30636	28
V	30657	49
V	30678	34
V	30697	38
V	30719	2
V	30740	65
V	30761	74
V	30783	40
V	30803	56
V	30825	76
V	30847	52
V	30865	13
V	30882	25
V	30900	70
V	30918	19
V	30938	23
V	30956	40
V	30977	31
V	31000	72
V	31023	77
V	31042	2
V	31062	46
V	31081	41
V	31102	43
V	31124	48
V	31148	61
V	31172	33
V	31192	38
V	31217	62
V	31241	26
V	31266	38
V	31288	40
V	31312	62
V	31336	32
V	31355	41
V	31376	43
V	31394	75
V	31415	56
V	31434	35
V	31453	51
V	31471	62
V	31491	70
V	31509	11
V	31530	57
V	31551	59
V	31572	77
V	31593	41
V	31614	70
V	31632	26
V	31654	53
V	31675	31
V	31696	57
V	31717	10
V	31736	39
V	31755	20
V	31773	38
V	31794	2
V	31812	8
V	31830	13
V	31848	60
V	31867	6
V	31884	39
V	31903	60
V	31922	68
V	31943	19
V	31962	35
V	31980	38
V	32001	43
V	32019	13
V	32038	25
V	32059	44
V	32083	64
V	32104	7
V	32124	31
V	32146	53
V	32168	29
V	32193	30
V	32218	59
V	32237	77
V	32257	22
V	32276	35
V	32294	57
V	32315	60
V	32334	64
V	32356	13
V	32373	40
V	32394	47
V	32417	76
V	32439	1
V	32459	18
V	32483	36
V	32505	58
V	32529	72
V	32552	25
V	32572	39
V	32593	10
V	32612	56
V	32631	59
V	32650	77
V	32669	11
V	32688	43
V	32706	68
V	32727	70
V	32746	51
V	32767	22
V	32786	23
V	32806	35
V	32827	42
V	32848	58
V	32872	64
V	32894	4
V	32912	70
V	32931	74
V	32950	1
V	32970	19
V	32992	37
V	33013	45
V	33035	60
V	33056	71
V	33079	5
V	33100	9
V	33117	3
V	33135	26
V	33160	25
V	33182	33
V	33204	70
V	33226	2
V	33246	25
V	33268	57
V	33292	59
V	33314	2
V	33332	17
V	33350	62
V	33371	18
V	33392	10
V	33415	13
V	33436	16
V	33458	31
V	33479	56
V	33498	65
V	33523	2
V	33541	42
V	33560	3
V	33578	26
V	33603	29
V	33629	7
V	33646	27
V	33667	70
V	33685	24
V	33708	54
V	33732	64
V	33757	51
V	33775	76
V	33794	17
V	33813	18
V	33834	21
V	33853	33
V	33873	62
V	33893	11
V	33912	52
V	33929	1
V	33950	58
V	33975	35
V	33993	67
V	34012	38
V	34037	39
V	34059	2
V	34080	24
V	34102	30
V	34127	53
V	34147	26
V	34169	35
V	34188	49
V	34209	1
V	34227	11
V	34246	23
V	34264	68
V	34285	35
V	34303	51
V	34321	6
V	34342	16
V	34367	17
V	34389	55
V	34411	62
V	34435	64
V	34460	65
V	34485	21
V	34504	28
V	34524	10
V	34543	19
V	34563	47
V	34585	49
V	34604	46
V	34623	64
V	34645	16
V	34670	18
V	34691	20
V	34713	40
V	34734	65
V	34756	76
V	34775	23
V	34795	61
V	34818	70
V	34839	73
V	34858	42
V	34877	49
V	34899	54
V	34923	24
V	34942	21
V	34964	56
V	34986	65
V	35011	2
V	35029	24
V	35049	70
V	35068	77
V	35087	10
V	35106	31
V	35127	77
V	35146	25
V	35164	2
V	35182	68
V	35203	11
V	35222	38
V	35244	17
V	35263	34
V	35282	41
V	35303	30
V	35328	59
V	35350	8
V	35368	24
V	35388	29
V	35411	30
V	35433	36
V	35452	13
V	35473	69
V	35495	75
V	35520	24
V	35541	39
V	35560	40
V	35581	60
V	35601	45
V	35621	56
V	35640	29
V	35663	30
V	35685	13
V	35702	39
V	35723	70
V	35744	41
V	35765	71
V	35786	55
V	35808	62
V	35831	13
V	35849	65
V	35871	68
V	35892	58
V	35914	62
V	35935	1
V	35956	61
V	35977	75
V	35998	7
V	36019	52
V	36040	7
V	36058	16
V	36080	41
V	36100	19
V	36120	49
V	36139	61
V	36159	1
V	36177	17
V	36196	67
V	36215	11
V	36237	29
V	36263	4
V	36284	33
V	36307	58
V	36329	71
V	36350	17
V	36369	33
V	36389	54
V	36410	16
V	36431	32
V	36449	57
V	36470	30
V	36491	60
V	36510	1
V	36531	60
V	36553	16
V	36575	25
V	36594	40
V	36615	50
V	36637	35
V	36656	63
V	36677	17
V	36696	24
V	36716	42
V	36737	43
V	36758	67
V	36779	10
V	36800	28
V	36823	75
V	36843	36
V	36865	52
V	36886	11
V	36904	13
V	36922	19
V	36941	72
V	36962	20
V	36980	52
V	36997	76
V	37016	47
V	37035	76
V	37053	21
V	37072	75
V	37093	77
V	37112	21
V	37131	27
V	37152	55
V	37173	58
V	37197	13
V	37218	57
V	37239	16
V	37263	62
V	37286	72
V	37307	75
V	37330	53
V	37350	61
V	37371	6
V	37389	1
V	37407	18
V	37430	23
V	37450	36
V	37471	28
V	37491	34
V	37510	13
V	37531	43
V	37553	60
V	37575	71
V	37599	2
V	37620	67
V	37642	7
V	37659	13
V	37677	31
V	37701	62
V	37725	68
V	37749	72
V	37770	49
V	37789	13
V	37807	22
V	37826	46
V	37845	11
V	37866	44
V	37891	56
V	37910	13
V	37928	31
V	37949	10
V	37968	24
V	37988	77
V	38007	59
V	38025	50
V	38046	51
V	38065	55
V	38083	6
V	38101	10
V	38120	17
V	38138	62
V	38159	4
V	38176	33
V	38199	41
V	38222	75
V	38246	6
V	38267	28
V	38287	20
V	38309	31
V	38333	16
V	38358	31
V	38382	45
V	38402	60
V	38424	75
V	38447	21
V	38466	47
V	38486	51
V	38504	30
V	38526	35
V	38545	64
V	38566	5
V	38587	7
V	38604	72
V	38624	75
V	38648	24
V	38671	41
V	38692	52
V	38712	76
V	38731	7
V	38749	13
V	38767	53
V	38788	69
V	38806	76
V	38825	60
V	38846	18
V	38866	38
V	38887	69
V	38906	51
V	38925	37
V	38943	56
V	38965	62
V	38989	19
V	39009	49
V	39028	12
V	39047	24
V	39067	64
V	39088	46
V	39106	52
V	39126	29
V	39149	17
V	39167	33
V	39186	26
V	39207	41
V	39227	75
V	39248	63
V	39269	8
V	39287	75
V	39308	28
V	39329	39
V	39348	47
V	39368	51
V	39387	63
V	39408	8
V	39429	21
V	39451	40
V	39472	44
V	39496	7
V	39514	12
V	39533	24
V	39553	27
V	39574	31
V	39595	63
V	39616	75
V	39639	38
V	39661	7
V	39679	43
V	39697	13
V	39718	57
V	39739	16
V	39761	24
V	39781	36
V	39800	16
V	39824	18
V	39846	32
V	39867	11
V	39886	20
V	39905	76
V	39924	77
V	39943	7
V	39961	43
V	39979	72
V	40000	7
V	40018	62
V	40041	6
V	40059	11
V	40078	41
V	40098	21
V	40117	34
V	40139	55
V	40161	61
V	40185	2
V	40205	70
V	40226	76
V	40247	72
V	40267	29
V	40293	41
V	40317	59
V	40339	51
V	40358	60
V	40376	42
V	40395	32
V	40414	46
V	40436	52
V	40457	24
V	40477	61
V	40497	74
V	40516	75
V	40537	41
V	40561	51
V	40583	77
V	40605	4
V	40626	24
V	40649	77
V	40668	7
V	40686	22
V	40705	46
V	40724	55
V	40742	13
V	40760	35
V	40782	42
V	40804	55
V	40823	1
V	40840	40
V	40861	52
V	40879	26
V	40900	76
V	40918	1
V	40935	59
V	40954	1
V	40971	29
V	40996	8
V	41014	29
V	41037	42
V	41056	28
V	41080	34
V	41102	71
V	41123	24
V	41143	36
V	41165	60
V	41183	7
V	41201	24
V	41221	58
V	41246	71
V	41267	19
V	41290	60
V	41312	71
V	41336	23
V	41354	42
V	41372	45
V	41392	68
V	41412	41
V	41435	30
V	41457	77
V	41476	31
V	41497	36
V	41516	3
V	41534	59
V	41554	70
V	41573	12
V	41592	18
V	41613	56
V	41631	46
V	41649	49
V	41667	10
V	41689	2
V	41710	20
V	41729	26
V	41751	51
V	41773	72
V	41794	19
